Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 108, 275, 35, 3234, 0.755, 0.282, 0.411, 0.861, 6.201
ArgoUML, 169, 214, 50, 3219, 0.772, 0.441, 0.561, 0.864, 6.358
Columba, 277, 106, 26, 3243, 0.914, 0.723, 0.808, 0.885, 7.717
EMF, 178, 205, 32, 3237, 0.848, 0.465, 0.600, 0.876, 7.082
Hibernate, 236, 147, 60, 3209, 0.797, 0.616, 0.695, 0.868, 6.602
JEdit, 151, 232, 68, 3201, 0.689, 0.394, 0.502, 0.848, 5.575
JFreeChart, 252, 131, 78, 3191, 0.764, 0.658, 0.707, 0.863, 6.281
JMeter, 213, 170, 29, 3240, 0.880, 0.556, 0.682, 0.881, 7.393
SQuirrel, 183, 200, 40, 3229, 0.821, 0.478, 0.604, 0.872, 6.825
Dubbo, 195, 188, 19, 3250, 0.911, 0.509, 0.653, 0.885, 7.689
Gradle, 119, 264, 29, 3240, 0.804, 0.311, 0.448, 0.870, 6.667
Groovy, 191, 192, 18, 3251, 0.914, 0.499, 0.645, 0.885, 7.714
Hive, 271, 112, 34, 3235, 0.889, 0.708, 0.788, 0.882, 7.472
Maven, 170, 213, 56, 3213, 0.752, 0.444, 0.558, 0.861, 6.173
Poi, 284, 99, 32, 3237, 0.899, 0.742, 0.813, 0.883, 7.570
SpringFramework, 202, 181, 26, 3243, 0.886, 0.527, 0.661, 0.882, 7.448
Storm, 194, 189, 26, 3243, 0.882, 0.507, 0.643, 0.881, 7.408
Tomcat, 279, 104, 42, 3227, 0.869, 0.728, 0.793, 0.879, 7.288
Zookeeper, 186, 197, 44, 3225, 0.809, 0.486, 0.607, 0.870, 6.711
