Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 98, 151, 60, 4126, 0.620, 0.394, 0.482, 0.909, 10.047
ArgoUML, 161, 88, 141, 4045, 0.533, 0.647, 0.584, 0.895, 8.495
Columba, 184, 65, 69, 4117, 0.727, 0.739, 0.733, 0.923, 11.954
EMF, 165, 84, 75, 4111, 0.688, 0.663, 0.675, 0.918, 11.245
Hibernate, 193, 56, 109, 4077, 0.639, 0.775, 0.701, 0.912, 10.383
JEdit, 110, 139, 123, 4063, 0.472, 0.442, 0.456, 0.881, 7.409
JFreeChart, 170, 79, 137, 4049, 0.554, 0.683, 0.612, 0.899, 8.863
JMeter, 186, 63, 73, 4113, 0.718, 0.747, 0.732, 0.922, 11.791
JRuby, 202, 47, 96, 4090, 0.678, 0.811, 0.739, 0.917, 11.073
SQuirrel, 187, 62, 87, 4099, 0.682, 0.751, 0.715, 0.918, 11.156
Dubbo, 114, 135, 43, 4143, 0.726, 0.458, 0.562, 0.923, 11.933
Gradle, 133, 116, 68, 4118, 0.662, 0.534, 0.591, 0.915, 10.786
Hive, 194, 55, 75, 4111, 0.721, 0.779, 0.749, 0.922, 11.845
Maven, 141, 108, 132, 4054, 0.516, 0.566, 0.540, 0.891, 8.199
Poi, 181, 68, 67, 4119, 0.730, 0.727, 0.728, 0.923, 11.999
SpringFramework, 178, 71, 73, 4113, 0.709, 0.715, 0.712, 0.921, 11.631
Storm, 185, 64, 71, 4115, 0.723, 0.743, 0.733, 0.922, 11.871
Tomcat, 165, 84, 57, 4129, 0.743, 0.663, 0.701, 0.924, 12.238
Zookeeper, 138, 111, 58, 4128, 0.704, 0.554, 0.620, 0.920, 11.541
