Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 13, 61, 14, 2497, 0.481, 0.176, 0.257, 0.941, 15.819
ArgoUML, 22, 52, 35, 2476, 0.386, 0.297, 0.336, 0.926, 12.483
Columba, 22, 52, 3, 2508, 0.880, 0.297, 0.444, 0.967, 29.741
Hibernate, 24, 50, 48, 2463, 0.333, 0.324, 0.329, 0.914, 10.644
JEdit, 21, 53, 59, 2452, 0.263, 0.284, 0.273, 0.891, 8.170
JFreeChart, 25, 49, 40, 2471, 0.385, 0.338, 0.360, 0.926, 12.436
JMeter, 26, 48, 5, 2506, 0.839, 0.351, 0.495, 0.966, 28.298
JRuby, 26, 48, 14, 2497, 0.650, 0.351, 0.456, 0.956, 21.706
SQuirrel, 25, 49, 14, 2497, 0.641, 0.338, 0.442, 0.955, 21.393
Dubbo, 12, 62, 8, 2503, 0.600, 0.162, 0.255, 0.952, 19.959
Gradle, 22, 52, 31, 2480, 0.415, 0.297, 0.346, 0.931, 13.500
Groovy, 18, 56, 3, 2508, 0.857, 0.243, 0.379, 0.967, 28.942
Hive, 22, 52, 7, 2504, 0.759, 0.297, 0.427, 0.962, 25.500
Maven, 20, 54, 46, 2465, 0.303, 0.270, 0.286, 0.906, 9.586
Poi, 20, 54, 5, 2506, 0.800, 0.270, 0.404, 0.964, 26.946
SpringFramework, 23, 51, 4, 2507, 0.852, 0.311, 0.455, 0.966, 28.757
Storm, 20, 54, 12, 2499, 0.625, 0.270, 0.377, 0.954, 20.833
Tomcat, 23, 51, 4, 2507, 0.852, 0.311, 0.455, 0.966, 28.757
Zookeeper, 20, 54, 14, 2497, 0.588, 0.270, 0.370, 0.951, 19.548
