Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 33, 162, 20, 4429, 0.623, 0.169, 0.266, 0.933, 13.828
ArgoUML, 35, 160, 18, 4431, 0.660, 0.179, 0.282, 0.936, 14.727
Columba, 16, 179, 11, 4438, 0.593, 0.082, 0.144, 0.929, 13.113
EMF, 36, 159, 12, 4437, 0.750, 0.185, 0.296, 0.944, 16.862
Hibernate, 54, 141, 39, 4410, 0.581, 0.277, 0.375, 0.928, 12.828
JFreeChart, 42, 153, 30, 4419, 0.583, 0.215, 0.315, 0.928, 12.892
JMeter, 26, 169, 18, 4431, 0.591, 0.133, 0.218, 0.929, 13.073
JRuby, 41, 154, 14, 4435, 0.745, 0.210, 0.328, 0.944, 16.753
SQuirrel, 39, 156, 12, 4437, 0.765, 0.200, 0.317, 0.945, 17.212
Dubbo, 12, 183, 14, 4435, 0.462, 0.062, 0.109, 0.909, 9.992
Gradle, 24, 171, 12, 4437, 0.667, 0.123, 0.208, 0.937, 14.877
Groovy, 20, 175, 11, 4438, 0.645, 0.103, 0.177, 0.935, 14.365
Hive, 41, 154, 10, 4439, 0.804, 0.210, 0.333, 0.948, 18.146
Maven, 42, 153, 44, 4405, 0.488, 0.215, 0.299, 0.914, 10.631
Poi, 33, 162, 7, 4442, 0.825, 0.169, 0.281, 0.949, 18.648
SpringFramework, 23, 172, 6, 4443, 0.793, 0.118, 0.205, 0.947, 17.888
Storm, 17, 178, 5, 4444, 0.773, 0.087, 0.157, 0.946, 17.403
Tomcat, 39, 156, 15, 4434, 0.722, 0.200, 0.313, 0.942, 16.200
Zookeeper, 21, 174, 14, 4435, 0.600, 0.108, 0.183, 0.930, 13.289
