Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 125, 258, 35, 3234, 0.781, 0.326, 0.460, 0.866, 6.449
ArgoUML, 169, 214, 50, 3219, 0.772, 0.441, 0.561, 0.864, 6.358
Columba, 297, 86, 27, 3242, 0.917, 0.775, 0.840, 0.886, 7.741
EMF, 176, 207, 34, 3235, 0.838, 0.460, 0.594, 0.875, 6.991
Hibernate, 236, 147, 60, 3209, 0.797, 0.616, 0.695, 0.868, 6.602
JEdit, 150, 233, 71, 3198, 0.679, 0.392, 0.497, 0.845, 5.472
JFreeChart, 263, 120, 79, 3190, 0.769, 0.687, 0.726, 0.864, 6.333
JMeter, 213, 170, 29, 3240, 0.880, 0.556, 0.682, 0.881, 7.393
SQuirrel, 188, 195, 42, 3227, 0.817, 0.491, 0.613, 0.872, 6.794
Dubbo, 208, 175, 22, 3247, 0.904, 0.543, 0.679, 0.884, 7.623
Gradle, 119, 264, 29, 3240, 0.804, 0.311, 0.448, 0.870, 6.667
Groovy, 191, 192, 18, 3251, 0.914, 0.499, 0.645, 0.885, 7.714
Hive, 271, 112, 35, 3234, 0.886, 0.708, 0.787, 0.882, 7.445
Maven, 170, 213, 56, 3213, 0.752, 0.444, 0.558, 0.861, 6.173
Poi, 288, 95, 33, 3236, 0.897, 0.752, 0.818, 0.883, 7.555
SpringFramework, 191, 192, 27, 3242, 0.876, 0.499, 0.636, 0.880, 7.354
Storm, 197, 186, 27, 3242, 0.879, 0.514, 0.649, 0.881, 7.386
Tomcat, 289, 94, 46, 3223, 0.863, 0.755, 0.805, 0.878, 7.226
Zookeeper, 188, 195, 36, 3233, 0.839, 0.491, 0.619, 0.875, 7.003
