Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 66, 70, 26, 1057, 0.717, 0.485, 0.579, 0.844, 5.430
ArgoUML, 85, 51, 47, 1036, 0.644, 0.625, 0.634, 0.827, 4.772
Columba, 92, 44, 34, 1049, 0.730, 0.676, 0.702, 0.847, 5.545
EMF, 85, 51, 32, 1051, 0.726, 0.625, 0.672, 0.846, 5.512
Hibernate, 94, 42, 52, 1031, 0.644, 0.691, 0.667, 0.827, 4.771
JEdit, 71, 65, 64, 1019, 0.526, 0.522, 0.524, 0.788, 3.714
JFreeChart, 89, 47, 46, 1037, 0.659, 0.654, 0.657, 0.831, 4.909
JMeter, 83, 53, 36, 1047, 0.697, 0.610, 0.651, 0.840, 5.252
JRuby, 93, 43, 42, 1041, 0.689, 0.684, 0.686, 0.838, 5.175
SQuirrel, 93, 43, 44, 1039, 0.679, 0.684, 0.681, 0.836, 5.085
Dubbo, 64, 72, 23, 1060, 0.736, 0.471, 0.574, 0.848, 5.594
Gradle, 78, 58, 23, 1060, 0.772, 0.574, 0.658, 0.856, 5.922
Groovy, 80, 56, 34, 1049, 0.702, 0.588, 0.640, 0.841, 5.290
Hive, 87, 49, 38, 1045, 0.696, 0.640, 0.667, 0.840, 5.238
Poi, 87, 49, 36, 1047, 0.707, 0.640, 0.672, 0.842, 5.340
SpringFramework, 79, 57, 30, 1053, 0.725, 0.581, 0.645, 0.846, 5.496
Storm, 79, 57, 32, 1051, 0.712, 0.581, 0.640, 0.843, 5.379
Tomcat, 82, 54, 28, 1055, 0.745, 0.603, 0.667, 0.850, 5.682
Zookeeper, 70, 66, 23, 1060, 0.753, 0.515, 0.611, 0.852, 5.747
