Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 17, 57, 8, 2503, 0.680, 0.230, 0.343, 0.958, 22.754
ArgoUML, 22, 52, 35, 2476, 0.386, 0.297, 0.336, 0.926, 12.483
Columba, 22, 52, 8, 2503, 0.733, 0.297, 0.423, 0.961, 24.617
Hibernate, 24, 50, 48, 2463, 0.333, 0.324, 0.329, 0.914, 10.644
JEdit, 25, 49, 57, 2454, 0.305, 0.338, 0.321, 0.906, 9.650
JFreeChart, 25, 49, 40, 2471, 0.385, 0.338, 0.360, 0.926, 12.436
JMeter, 26, 48, 5, 2506, 0.839, 0.351, 0.495, 0.966, 28.298
JRuby, 26, 48, 14, 2497, 0.650, 0.351, 0.456, 0.956, 21.706
SQuirrel, 26, 48, 21, 2490, 0.553, 0.351, 0.430, 0.948, 18.324
Dubbo, 17, 57, 7, 2504, 0.708, 0.230, 0.347, 0.960, 23.744
Gradle, 22, 52, 31, 2480, 0.415, 0.297, 0.346, 0.931, 13.500
Groovy, 18, 56, 3, 2508, 0.857, 0.243, 0.379, 0.967, 28.942
Hive, 23, 51, 12, 2499, 0.657, 0.311, 0.422, 0.956, 21.956
Maven, 20, 54, 46, 2465, 0.303, 0.270, 0.286, 0.906, 9.586
Poi, 21, 53, 7, 2504, 0.750, 0.284, 0.412, 0.962, 25.199
SpringFramework, 25, 49, 2, 2509, 0.926, 0.338, 0.495, 0.969, 31.345
Storm, 16, 58, 13, 2498, 0.552, 0.216, 0.311, 0.948, 18.273
Tomcat, 21, 53, 3, 2508, 0.875, 0.284, 0.429, 0.967, 29.566
Zookeeper, 17, 57, 9, 2502, 0.654, 0.230, 0.340, 0.956, 21.840
