Training project, TP, FN, FP, TN, P, R, F1, ER, RI
ArgoUML, 29, 73, 39, 2911, 0.426, 0.284, 0.341, 0.922, 11.761
Columba, 25, 77, 7, 2943, 0.781, 0.245, 0.373, 0.957, 22.376
EMF, 17, 85, 14, 2936, 0.548, 0.167, 0.256, 0.939, 15.409
Hibernate, 36, 66, 47, 2903, 0.434, 0.353, 0.389, 0.923, 11.978
JEdit, 34, 68, 61, 2889, 0.358, 0.333, 0.345, 0.907, 9.709
JFreeChart, 27, 75, 39, 2911, 0.409, 0.265, 0.321, 0.918, 11.241
JMeter, 25, 77, 17, 2933, 0.595, 0.245, 0.347, 0.944, 16.810
JRuby, 35, 67, 15, 2935, 0.700, 0.343, 0.461, 0.952, 19.945
SQuirrel, 21, 81, 13, 2937, 0.618, 0.206, 0.309, 0.946, 17.481
Dubbo, 13, 89, 16, 2934, 0.448, 0.127, 0.198, 0.925, 12.413
Gradle, 16, 86, 22, 2928, 0.421, 0.157, 0.229, 0.921, 11.599
Groovy, 20, 82, 9, 2941, 0.690, 0.196, 0.305, 0.952, 19.636
Hive, 27, 75, 19, 2931, 0.587, 0.265, 0.365, 0.943, 16.563
Maven, 30, 72, 45, 2905, 0.400, 0.294, 0.339, 0.916, 10.969
Poi, 24, 78, 19, 2931, 0.558, 0.235, 0.331, 0.940, 15.700
SpringFramework, 15, 87, 12, 2938, 0.556, 0.147, 0.233, 0.940, 15.623
Storm, 22, 80, 19, 2931, 0.537, 0.216, 0.308, 0.938, 15.055
Tomcat, 36, 66, 29, 2921, 0.554, 0.353, 0.431, 0.940, 15.572
Zookeeper, 26, 76, 23, 2927, 0.531, 0.255, 0.344, 0.937, 14.877
