Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 32, 163, 15, 4434, 0.681, 0.164, 0.264, 0.938, 15.215
ArgoUML, 35, 160, 18, 4431, 0.660, 0.179, 0.282, 0.936, 14.727
Columba, 19, 176, 13, 4436, 0.594, 0.097, 0.167, 0.929, 13.140
EMF, 36, 159, 11, 4438, 0.766, 0.185, 0.298, 0.945, 17.242
Hibernate, 54, 141, 39, 4410, 0.581, 0.277, 0.375, 0.928, 12.828
JFreeChart, 38, 157, 31, 4418, 0.551, 0.195, 0.288, 0.924, 12.116
JMeter, 26, 169, 18, 4431, 0.591, 0.133, 0.218, 0.929, 13.073
JRuby, 41, 154, 14, 4435, 0.745, 0.210, 0.328, 0.944, 16.753
SQuirrel, 40, 155, 17, 4432, 0.702, 0.205, 0.317, 0.940, 15.713
Dubbo, 13, 182, 13, 4436, 0.500, 0.067, 0.118, 0.916, 10.908
Gradle, 24, 171, 12, 4437, 0.667, 0.123, 0.208, 0.937, 14.877
Groovy, 20, 175, 11, 4438, 0.645, 0.103, 0.177, 0.935, 14.365
Hive, 38, 157, 13, 4436, 0.745, 0.195, 0.309, 0.944, 16.745
Maven, 42, 153, 44, 4405, 0.488, 0.215, 0.299, 0.914, 10.631
Poi, 30, 165, 8, 4441, 0.789, 0.154, 0.258, 0.947, 17.802
SpringFramework, 20, 175, 6, 4443, 0.769, 0.103, 0.181, 0.945, 17.320
Storm, 20, 175, 8, 4441, 0.714, 0.103, 0.179, 0.941, 16.011
Tomcat, 41, 154, 20, 4429, 0.672, 0.210, 0.320, 0.938, 15.007
Zookeeper, 21, 174, 12, 4437, 0.636, 0.108, 0.184, 0.934, 14.155
