Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 112, 137, 69, 4117, 0.619, 0.450, 0.521, 0.909, 10.021
ArgoUML, 161, 88, 141, 4045, 0.533, 0.647, 0.584, 0.895, 8.495
Columba, 183, 66, 81, 4105, 0.693, 0.735, 0.713, 0.919, 11.346
EMF, 164, 85, 79, 4107, 0.675, 0.659, 0.667, 0.917, 11.021
Hibernate, 193, 56, 109, 4077, 0.639, 0.775, 0.701, 0.912, 10.383
JEdit, 111, 138, 125, 4061, 0.470, 0.446, 0.458, 0.881, 7.377
JFreeChart, 175, 74, 137, 4049, 0.561, 0.703, 0.624, 0.900, 8.990
JMeter, 186, 63, 73, 4113, 0.718, 0.747, 0.732, 0.922, 11.791
JRuby, 202, 47, 96, 4090, 0.678, 0.811, 0.739, 0.917, 11.073
SQuirrel, 195, 54, 96, 4090, 0.670, 0.783, 0.722, 0.916, 10.935
Dubbo, 131, 118, 52, 4134, 0.716, 0.526, 0.606, 0.922, 11.750
Gradle, 133, 116, 68, 4118, 0.662, 0.534, 0.591, 0.915, 10.786
Hive, 191, 58, 86, 4100, 0.690, 0.767, 0.726, 0.919, 11.281
Maven, 141, 108, 132, 4054, 0.516, 0.566, 0.540, 0.891, 8.199
Poi, 184, 65, 70, 4116, 0.724, 0.739, 0.732, 0.922, 11.903
SpringFramework, 186, 63, 68, 4118, 0.732, 0.747, 0.740, 0.923, 12.043
Storm, 183, 66, 76, 4110, 0.707, 0.735, 0.720, 0.921, 11.585
Tomcat, 168, 81, 69, 4117, 0.709, 0.675, 0.691, 0.921, 11.626
Zookeeper, 130, 119, 46, 4140, 0.739, 0.522, 0.612, 0.924, 12.156
